record_id,subject_id,session_id,timestamp_ms,delta_band_power,theta_band_power,alpha_band_power,beta_band_power,gamma_band_power,signal_noise_ratio,eye_blink_artifact,mental_task_type,focus_level_score,cognitive_state
916,14,7,151770,3.385,4.139,2.591,0.839,2.344,25.5,No,Cognitive Load,76.32,Distracted
917,26,9,435686,4.556,2.211,1.201,3.969,3.915,15.55,No,Visual Stimulus,1.04,Relaxed
918,45,2,485287,1.238,2.26,2.082,5.052,3.31,27.31,No,Motor Imagery,32.62,Fatigued
919,27,5,295901,2.216,2.367,2.29,2.271,1.8,17.86,No,Visual Stimulus,21.43,Relaxed
920,9,4,78012,1.134,4.241,7.382,1.642,2.193,35.13,No,Visual Stimulus,99.88,Distracted
921,26,2,56116,3.312,0.82,1.086,8.768,1.19,27.19,No,Cognitive Load,67.1,Fatigued
922,47,9,144233,3.78,5.61,3.706,9.425,0.736,12.54,No,Visual Stimulus,40.57,Relaxed
923,22,9,32152,4.694,1.724,4.493,1.249,1.98,16.76,Yes,Resting,7.57,Distracted
924,47,6,106379,1.755,5.998,7.24,3.816,1.908,34.66,No,Cognitive Load,59.87,Fatigued
925,30,6,226905,4.776,1.443,7.983,9.604,2.136,18.53,No,Visual Stimulus,64.17,Fatigued
926,43,8,20836,0.785,4.744,6.15,1.29,3.816,23.75,No,Resting,81.64,Focused
927,48,6,221439,3.214,1.729,7.781,6.615,2.455,27.71,Yes,Resting,28.86,Focused
928,17,1,186720,0.757,0.945,6.403,9.736,2.463,17.17,No,Visual Stimulus,98.14,Distracted
929,26,4,157403,4.522,5.312,7.724,9.793,0.599,15.29,No,Motor Imagery,43.95,Fatigued
930,36,7,141835,2.884,5.223,5.805,4.977,3.986,21.63,No,Motor Imagery,29.59,Relaxed
931,1,2,150259,3.512,2.72,1.098,2.046,3.114,12.52,No,Visual Stimulus,34.84,Fatigued
932,8,9,143029,4.242,4.363,3.514,2.42,3.521,14.95,No,Visual Stimulus,51.96,Distracted
933,49,8,397595,1.176,3.564,5.349,8.951,1.716,7.17,No,Resting,93.67,Relaxed
934,35,8,394093,0.674,5.191,3.13,9.161,2.058,15.64,No,Visual Stimulus,73.52,Fatigued
935,15,7,345452,4.455,2.233,2.55,6.275,2.136,16.22,No,Visual Stimulus,57.71,Relaxed
936,47,4,444783,1.917,3.38,4.83,7.779,0.857,38.66,No,Resting,16.28,Focused
937,22,2,320057,1.08,3.17,7.501,7.529,2.789,25.64,No,Visual Stimulus,14.94,Relaxed
938,14,3,526925,2.608,2.446,0.762,6.787,3.622,32.56,No,Visual Stimulus,50.22,Focused
939,26,6,465994,3.192,5.403,6.269,8.359,0.738,6.59,Yes,Visual Stimulus,72.87,Relaxed
940,28,5,361652,0.639,1.412,5.92,7.011,0.437,8.73,No,Resting,75.1,Focused
941,23,8,290886,1.737,1.322,7.73,5.573,2.979,33.51,Yes,Visual Stimulus,22.59,Distracted
942,14,6,536119,0.648,3.673,7.48,2.751,1.165,26.82,No,Motor Imagery,10.01,Relaxed
943,24,6,113768,2.392,4.116,6.217,7.567,2.533,11.68,No,Visual Stimulus,38.45,Fatigued
944,2,1,347236,4.528,1.57,4.403,4.998,2.813,19.17,No,Motor Imagery,91.82,Distracted
945,45,4,88741,4.922,2.649,2.032,3.301,1.355,23.85,No,Visual Stimulus,54.54,Distracted
946,26,5,18830,3.367,5.706,4.589,8.118,3.279,34.53,No,Resting,32.01,Relaxed
947,14,3,317188,1.227,1.856,6.24,7.119,2.245,7.11,No,Motor Imagery,32.36,Distracted
948,7,9,69202,4.576,4.176,7.218,9.405,3.489,25.89,No,Visual Stimulus,13.21,Focused
949,3,1,299189,2.823,4.571,6.423,2.072,3.077,30.1,No,Visual Stimulus,47.32,Focused
950,47,6,217394,1.192,2.965,1.965,6.667,3.487,39.23,No,Visual Stimulus,79.14,Relaxed
951,23,6,510473,4.648,5.656,4.998,2.82,0.179,33.25,No,Visual Stimulus,96.86,Distracted
952,46,10,202123,3.909,4.552,2.991,9.084,1.05,14.67,No,Resting,50.16,Fatigued
953,43,5,157699,3.793,3.019,0.569,1.445,0.451,29.84,No,Cognitive Load,16.72,Relaxed
954,47,5,277342,3.691,3.631,2.002,6.734,1.824,31.71,No,Motor Imagery,68.3,Relaxed
955,45,10,504655,1.402,4.309,1.349,8.015,3.571,30.54,No,Visual Stimulus,75.68,Distracted
956,18,5,236824,1.45,3.757,6.82,3.872,1.923,33.71,No,Resting,7.17,Focused
957,38,6,512214,3.597,5.333,2.439,9.564,3.414,36.63,Yes,Cognitive Load,85.01,Distracted
958,35,8,19403,1.489,2.463,2.635,8.582,1.376,8.45,No,Resting,82.93,Fatigued
959,15,2,3681,2.474,2.149,7.7,3.299,1.424,8.67,No,Visual Stimulus,47.25,Fatigued
960,25,6,353699,4.019,1.676,3.343,0.572,3.593,32.87,No,Cognitive Load,56.04,Fatigued
961,37,1,398845,4.028,0.708,0.572,3.318,1.761,13.83,No,Motor Imagery,71.34,Fatigued
962,28,4,93246,2.54,0.737,2.629,3.172,3.18,7.05,No,Motor Imagery,67.67,Relaxed
963,10,10,95864,4.065,5.285,1.395,8.955,1.023,19.04,No,Resting,1.65,Fatigued
964,39,3,208886,4.274,4.231,1.271,9.688,3.8,33.7,Yes,Motor Imagery,12.24,Fatigued
965,17,9,270561,3.446,4.133,1.081,1.169,2.341,9.43,No,Motor Imagery,16.26,Fatigued
966,39,3,381032,1.528,3.881,4.949,4.977,3.061,28.51,No,Cognitive Load,75.57,Distracted
967,22,6,165837,1.733,5.171,1.92,5.709,0.449,5.13,No,Motor Imagery,44.01,Focused
968,26,1,245160,1.917,3.141,3.209,1.383,2.021,8.84,No,Cognitive Load,54.55,Focused
969,44,6,187646,1.026,5.287,6.965,4.086,3.614,17.28,Yes,Cognitive Load,77.27,Focused
970,25,4,483761,1.729,2.477,3.683,3.512,3.52,7.93,No,Cognitive Load,34.1,Fatigued
971,17,8,256681,1.443,5.597,7.368,5.593,0.283,34.61,No,Motor Imagery,74.89,Distracted
972,13,9,465483,2.549,4.343,4.235,6.781,1.284,35.24,No,Resting,44.23,Relaxed
973,20,4,535620,4.588,1.914,3.491,7.183,1.829,31.44,No,Resting,37.72,Distracted
974,25,10,220326,0.97,3.602,6.128,1.799,0.772,13.49,No,Motor Imagery,33.3,Relaxed
975,4,10,261849,3.741,3.432,1.049,8.223,2.947,23.31,Yes,Cognitive Load,96.49,Distracted
976,10,6,319248,3.593,1.258,1.171,6.946,0.82,11.45,No,Motor Imagery,77.2,Focused
977,3,1,346479,0.931,3.752,5.39,8.946,1.452,14.84,No,Visual Stimulus,2.02,Focused
978,41,4,377082,4.652,2.231,4.152,4.769,2.687,23.06,No,Resting,95.74,Fatigued
979,45,7,80730,3.058,0.788,6.428,8.992,1.98,30.73,No,Cognitive Load,77.54,Focused
980,18,1,398167,2.137,5.718,7.372,8.725,2.98,8.31,No,Motor Imagery,14.92,Focused
981,47,8,237474,3.904,4.028,3.413,4.665,3.849,15.38,Yes,Cognitive Load,7.63,Focused
982,36,10,290477,1.658,5.323,4.973,4.121,0.555,37.43,No,Visual Stimulus,30.82,Distracted
983,47,6,283817,3.621,4.218,4.255,9.362,2.867,20.02,Yes,Cognitive Load,62.42,Focused
984,22,5,565158,0.679,2.463,7.862,7.294,0.998,37.86,Yes,Visual Stimulus,61.65,Relaxed
985,34,10,253017,4.277,3.32,6.733,9.318,1.716,39.7,No,Resting,27.59,Fatigued
986,47,9,333245,2.517,4.217,7.338,8.071,0.228,23.43,No,Cognitive Load,44.57,Distracted
987,8,2,25494,3.365,5.781,2.408,6.288,0.63,15.08,Yes,Motor Imagery,21.19,Relaxed
988,40,5,388227,1.496,1.895,6.294,1.601,1.347,32.68,No,Cognitive Load,5.06,Distracted
989,49,6,374842,3.547,5.312,2.491,3.269,1.434,10.58,No,Cognitive Load,51.7,Focused
990,44,7,373704,3.975,5.582,2.066,9.704,3.608,13.82,No,Visual Stimulus,34.7,Distracted
991,19,5,394051,2.629,4.187,7.582,3.535,2.993,32.47,No,Visual Stimulus,54.29,Distracted
992,42,9,280790,3.28,5.622,0.645,1.386,3.892,20.18,No,Motor Imagery,94.65,Fatigued
993,41,1,123777,2.553,2.688,7.74,7.222,2.436,12.05,No,Resting,14.34,Distracted
994,37,7,299479,4.523,5.742,1.619,7.473,1.043,27.79,Yes,Resting,0.2,Distracted
995,6,10,133501,2.74,4.365,6.646,3.212,1.378,30.65,No,Visual Stimulus,7.69,Fatigued
996,26,7,304094,4.288,0.731,2.569,3.328,1.347,9.38,No,Motor Imagery,46.27,Distracted
997,34,4,584942,4.106,5.488,3.13,4.954,1.373,14.69,Yes,Cognitive Load,70.69,Distracted
998,45,9,369566,2.347,3.165,2.126,0.707,2.725,12.74,Yes,Motor Imagery,58.08,Relaxed
999,6,5,372078,1.535,3.032,4.891,7.999,2.17,18.29,Yes,Motor Imagery,49.49,Relaxed
1000,37,4,119975,2.327,3.616,3.111,3.512,1.603,31.72,Yes,Motor Imagery,35.4,Distracted
1001,33,7,353330,4.218,1.322,5.43,8.611,0.681,29.98,No,Resting,31.0,Distracted
1002,22,4,366378,1.524,3.08,0.617,8.125,0.186,28.19,No,Cognitive Load,37.63,Focused
1003,21,3,77527,2.86,5.071,0.983,6.783,0.953,5.22,No,Motor Imagery,61.16,Relaxed
1004,6,9,348848,4.127,0.585,1.247,3.586,0.519,9.98,No,Resting,16.78,Focused
1005,6,8,432601,2.091,2.001,3.642,5.405,3.163,12.82,No,Resting,77.14,Distracted
1006,48,1,166991,3.39,0.514,6.611,4.726,0.539,14.52,No,Visual Stimulus,57.53,Focused
1007,4,7,96952,1.605,2.786,7.161,3.719,2.924,10.12,No,Cognitive Load,26.92,Focused
1008,30,9,333260,0.992,4.506,2.336,8.557,1.604,19.36,Yes,Motor Imagery,50.12,Fatigued
1009,11,8,465806,4.075,4.893,4.808,5.093,0.386,7.63,No,Cognitive Load,96.28,Fatigued
1010,30,8,433603,0.945,5.699,6.263,8.411,3.27,31.25,No,Visual Stimulus,2.05,Distracted
1011,31,6,46015,1.721,3.847,2.666,1.5,2.361,32.57,Yes,Visual Stimulus,19.95,Relaxed
1012,24,4,102877,4.348,1.9,3.568,1.84,1.019,25.1,Yes,Motor Imagery,44.84,Distracted
1013,9,8,277483,2.059,5.583,4.43,9.785,3.589,8.14,No,Resting,63.84,Relaxed
1014,3,3,523165,4.879,4.764,1.512,6.084,0.277,36.15,No,Visual Stimulus,21.22,Fatigued
1015,31,9,393922,4.909,3.659,0.695,5.343,0.887,38.8,No,Resting,93.14,Relaxed
1016,40,2,496753,1.707,4.326,1.646,5.47,3.033,12.08,Yes,Visual Stimulus,64.26,Focused
1017,37,2,391670,0.684,5.584,5.201,2.545,2.867,29.66,No,Cognitive Load,87.74,Focused
1018,36,7,431739,3.673,4.418,1.052,7.328,1.228,34.47,No,Motor Imagery,32.93,Fatigued
1019,24,10,287307,2.529,2.526,1.923,1.305,0.342,23.89,No,Visual Stimulus,82.9,Distracted
1020,31,4,301763,0.953,4.422,3.034,5.947,3.447,16.32,No,Cognitive Load,37.82,Relaxed
1021,6,10,274270,3.684,0.722,1.084,5.922,1.323,21.75,No,Visual Stimulus,25.28,Distracted
1022,2,8,589214,0.64,2.625,1.938,9.185,0.863,22.93,No,Motor Imagery,91.17,Relaxed
1023,20,9,40633,4.416,2.735,7.335,5.499,2.113,19.02,No,Cognitive Load,9.22,Fatigued
1024,28,7,208726,1.124,1.418,0.645,1.802,3.65,37.54,No,Resting,94.29,Focused
1025,11,5,3317,1.073,0.627,5.401,5.941,0.27,31.04,Yes,Visual Stimulus,45.85,Focused
1026,4,8,307124,1.291,1.234,3.383,1.368,3.087,13.45,No,Visual Stimulus,99.26,Relaxed
1027,15,4,440847,4.821,4.1,5.545,2.436,2.333,25.49,No,Cognitive Load,53.96,Distracted
1028,6,2,367508,3.619,4.913,4.915,0.796,1.759,29.1,Yes,Motor Imagery,75.75,Fatigued
1029,49,6,452558,4.106,5.935,2.176,5.376,3.002,9.91,No,Visual Stimulus,0.71,Fatigued
1030,30,9,277648,2.289,2.405,6.854,1.303,3.867,17.54,No,Cognitive Load,49.67,Distracted
1031,38,1,419876,2.013,3.797,4.19,4.959,0.994,36.69,Yes,Motor Imagery,73.75,Focused
1032,2,10,319532,1.555,5.654,6.669,9.363,0.66,24.85,No,Visual Stimulus,78.28,Distracted
1033,15,7,212369,2.663,1.419,3.545,7.338,3.66,12.59,No,Cognitive Load,15.8,Focused
1034,11,10,579789,2.983,4.447,7.885,1.235,2.709,9.3,No,Motor Imagery,41.9,Relaxed
1035,8,9,27043,3.343,4.652,6.279,2.63,1.808,23.14,No,Visual Stimulus,41.91,Fatigued
1036,26,10,33635,1.657,0.989,7.745,6.9,2.336,24.17,No,Visual Stimulus,10.36,Relaxed
1037,45,9,210387,4.769,5.237,4.357,9.0,3.008,16.7,No,Motor Imagery,44.3,Distracted
1038,44,10,80691,1.264,4.972,4.053,0.813,3.115,27.06,No,Motor Imagery,80.71,Distracted
1039,5,3,499730,4.845,0.684,6.166,8.218,3.688,7.4,No,Cognitive Load,30.02,Relaxed
1040,6,5,93944,0.567,1.001,7.102,5.837,1.765,10.08,No,Visual Stimulus,43.26,Distracted
1041,26,8,455796,2.665,0.77,7.731,5.688,1.244,24.12,No,Visual Stimulus,96.1,Distracted
1042,4,8,515578,2.0,2.341,2.934,9.599,2.595,7.16,No,Cognitive Load,3.17,Distracted
1043,19,4,39236,2.521,3.301,6.49,7.603,1.721,35.83,No,Visual Stimulus,59.15,Fatigued
1044,20,1,266294,3.068,3.428,2.08,8.576,2.419,9.98,No,Visual Stimulus,74.34,Fatigued
1045,33,1,373513,2.46,1.972,4.592,3.863,1.738,28.59,No,Visual Stimulus,76.09,Focused
1046,20,4,528425,2.367,5.514,1.849,5.766,0.697,18.69,No,Resting,71.59,Fatigued
1047,49,6,554280,3.797,2.525,3.105,6.346,1.931,18.99,Yes,Motor Imagery,72.65,Relaxed
1048,12,8,115140,3.586,0.751,7.485,3.555,2.795,31.77,No,Resting,5.9,Relaxed
1049,47,6,175993,4.25,2.151,1.596,5.917,3.217,22.48,No,Resting,53.41,Fatigued
1050,1,9,472585,1.625,3.421,5.243,2.748,2.024,30.4,No,Motor Imagery,78.3,Relaxed
1051,26,9,335834,3.243,2.745,4.947,1.862,0.744,22.68,No,Resting,9.41,Distracted
1052,14,2,296379,3.133,2.006,1.406,4.053,1.717,25.75,Yes,Cognitive Load,1.2,Fatigued
1053,38,10,210047,2.164,1.222,2.945,7.523,3.167,31.63,No,Resting,81.46,Focused
1054,37,1,543410,2.687,5.005,4.722,9.204,1.71,26.26,No,Cognitive Load,71.23,Focused
1055,11,2,286100,1.912,5.979,1.904,4.848,2.816,26.55,No,Motor Imagery,41.22,Fatigued
1056,36,5,63879,1.138,2.312,6.505,6.607,2.078,32.62,Yes,Visual Stimulus,94.04,Relaxed
1057,13,4,582848,1.462,2.599,7.791,1.479,1.041,38.22,Yes,Motor Imagery,76.66,Fatigued
1058,43,4,372454,0.975,3.899,2.111,9.092,3.205,18.19,No,Motor Imagery,96.79,Fatigued
1059,3,9,237268,3.574,4.451,1.902,5.902,0.428,25.2,No,Resting,92.93,Focused
1060,33,8,479280,3.473,2.656,3.912,7.913,2.147,8.02,Yes,Motor Imagery,48.13,Distracted
1061,6,6,507656,4.778,5.477,6.108,8.047,0.915,17.56,Yes,Motor Imagery,75.47,Distracted
1062,50,1,307268,3.784,3.58,2.612,2.937,0.362,19.42,No,Cognitive Load,66.92,Fatigued
1063,10,2,314941,0.734,2.977,0.649,5.527,2.061,34.23,No,Visual Stimulus,81.14,Focused
1064,5,6,437043,4.479,4.057,4.559,9.625,2.048,22.97,Yes,Resting,78.77,Focused
1065,23,2,150823,4.382,5.74,7.675,1.352,2.857,30.59,No,Visual Stimulus,15.32,Fatigued
1066,10,10,554661,2.495,4.87,3.435,6.989,3.005,5.67,No,Visual Stimulus,23.37,Fatigued
1067,44,5,122026,3.136,0.72,3.651,9.642,2.938,21.26,No,Visual Stimulus,26.57,Fatigued
1068,2,5,30270,4.892,2.328,7.767,3.355,1.697,36.55,No,Resting,81.85,Distracted
1069,13,6,232931,2.895,3.088,5.71,8.684,2.564,12.85,No,Motor Imagery,81.07,Fatigued
1070,40,6,65184,4.574,2.23,5.894,9.37,2.35,6.1,No,Visual Stimulus,49.53,Focused
1071,2,6,507532,0.874,4.351,4.72,7.597,1.744,20.17,No,Resting,58.08,Fatigued
1072,20,2,562167,1.36,5.044,7.81,2.698,2.429,29.66,No,Motor Imagery,82.69,Focused
1073,1,10,311741,2.483,4.522,5.666,3.673,3.794,20.91,No,Visual Stimulus,31.26,Focused
1074,37,3,3626,3.131,5.941,7.213,0.84,0.852,21.1,No,Cognitive Load,5.02,Relaxed
1075,9,6,495395,4.173,1.999,5.745,8.399,3.633,28.44,No,Resting,48.26,Focused
1076,17,8,208137,4.947,5.312,6.013,8.571,0.308,13.9,No,Visual Stimulus,91.37,Relaxed
1077,9,1,579678,2.25,4.716,2.678,6.511,1.303,31.32,No,Resting,79.05,Fatigued
1078,11,1,578432,0.713,2.492,2.776,3.849,1.224,10.36,No,Cognitive Load,36.66,Relaxed
1079,15,2,144454,4.105,4.538,6.372,1.23,2.543,18.85,No,Resting,6.48,Distracted
1080,24,6,528313,3.22,1.072,2.725,7.654,0.612,27.96,Yes,Motor Imagery,63.69,Distracted
1081,38,9,436442,1.393,4.841,4.721,7.402,3.541,33.99,Yes,Visual Stimulus,83.45,Distracted
1082,35,4,341524,2.727,3.428,2.37,9.17,3.331,32.7,No,Resting,66.49,Fatigued
1083,30,3,254043,3.84,2.108,6.627,7.44,2.643,30.26,No,Resting,42.51,Focused
1084,31,8,462927,3.967,4.107,1.329,8.373,1.888,17.57,No,Visual Stimulus,12.34,Distracted
1085,49,10,388333,2.748,4.029,6.721,7.587,3.739,9.28,No,Cognitive Load,91.08,Relaxed
1086,5,9,557749,1.873,1.652,5.02,6.492,3.34,12.59,No,Cognitive Load,27.6,Fatigued
1087,44,5,258072,4.882,0.667,1.902,4.556,2.047,35.27,No,Visual Stimulus,22.43,Fatigued
1088,50,9,565403,3.485,2.885,4.565,9.07,2.837,35.01,No,Visual Stimulus,81.6,Relaxed
1089,14,2,110084,2.337,3.632,2.619,6.684,2.311,38.3,Yes,Motor Imagery,98.12,Relaxed
1090,11,3,345876,1.762,5.321,2.926,4.284,2.393,7.66,Yes,Resting,66.02,Fatigued
1091,9,7,473006,3.79,5.605,3.136,1.293,1.391,23.79,Yes,Resting,62.48,Fatigued
1092,34,7,341701,1.59,3.408,0.975,3.262,1.902,27.7,No,Cognitive Load,31.94,Focused
1093,12,6,73568,1.273,4.646,7.895,5.665,0.405,29.87,No,Motor Imagery,2.04,Fatigued
1094,35,6,58560,2.884,2.916,0.737,3.119,1.494,27.54,No,Resting,19.18,Relaxed
1095,35,2,148866,1.805,4.603,5.469,2.602,2.814,31.95,No,Motor Imagery,58.44,Fatigued
1096,1,10,150953,3.33,1.626,3.284,5.51,3.818,17.58,No,Visual Stimulus,15.13,Fatigued
1097,40,6,226024,1.031,2.541,5.345,2.113,3.856,11.28,No,Resting,88.38,Relaxed
1098,22,4,180775,3.447,3.988,3.172,8.104,2.267,12.16,No,Visual Stimulus,18.81,Focused
1099,29,3,91288,1.775,0.6,5.553,5.101,2.466,5.42,Yes,Cognitive Load,52.21,Fatigued
1100,8,2,471678,0.501,4.474,5.969,5.952,0.824,17.26,Yes,Cognitive Load,51.2,Distracted
1101,11,1,381164,1.071,5.095,5.679,1.9,2.812,8.21,No,Visual Stimulus,60.39,Distracted
1102,41,5,14390,4.701,2.695,1.355,3.583,0.376,16.25,Yes,Cognitive Load,32.74,Relaxed
1103,37,2,497619,4.403,2.964,5.427,4.396,1.21,26.99,No,Visual Stimulus,87.35,Relaxed
1104,14,2,218547,1.551,5.182,2.6,8.178,2.707,36.31,No,Visual Stimulus,44.43,Relaxed
1105,30,7,551595,4.003,4.766,0.716,7.817,1.31,34.39,No,Visual Stimulus,70.02,Distracted
1106,35,8,227436,3.239,2.085,3.611,2.618,0.294,13.84,No,Cognitive Load,63.59,Relaxed
1107,21,10,225121,4.869,2.282,3.752,6.354,3.344,9.69,No,Cognitive Load,11.72,Distracted
1108,37,8,251063,2.181,4.234,4.004,2.813,1.31,11.76,No,Cognitive Load,62.26,Focused
1109,5,4,24502,3.567,3.598,5.786,9.888,0.346,38.98,Yes,Visual Stimulus,55.07,Relaxed
1110,19,1,546774,0.786,1.392,2.816,9.545,0.392,24.23,No,Motor Imagery,89.86,Fatigued
1111,14,7,373957,2.283,2.205,2.865,5.851,1.082,11.39,No,Cognitive Load,88.09,Focused
1112,26,1,228300,4.837,5.45,0.954,7.14,0.794,34.43,No,Motor Imagery,15.1,Distracted
1113,4,4,103920,2.925,4.285,5.651,8.114,3.12,18.83,No,Cognitive Load,8.17,Relaxed
1114,25,8,344912,1.795,5.923,4.759,7.349,1.355,36.47,Yes,Resting,29.46,Fatigued
1115,45,2,587073,1.041,4.719,3.121,7.148,3.238,14.12,No,Resting,98.66,Distracted
1116,42,6,547026,3.666,5.681,5.789,9.606,0.778,18.76,No,Resting,2.16,Focused
1117,25,6,74231,3.402,1.689,4.53,6.166,2.022,22.67,No,Motor Imagery,67.29,Fatigued
1118,18,9,73606,2.183,4.743,4.019,6.545,2.783,36.24,No,Cognitive Load,60.85,Focused
1119,40,5,486517,4.779,0.611,4.335,8.568,2.643,35.41,No,Visual Stimulus,64.66,Relaxed
1120,8,10,303806,0.6,4.189,5.273,6.864,2.444,25.1,Yes,Motor Imagery,21.83,Fatigued
1121,39,4,380457,1.867,3.081,5.45,7.463,3.707,12.76,No,Cognitive Load,22.67,Relaxed
1122,40,5,227369,4.645,2.407,2.667,2.725,0.991,19.12,Yes,Resting,43.06,Distracted
1123,14,10,493896,1.944,5.243,1.556,4.027,2.026,39.15,No,Motor Imagery,9.59,Distracted
1124,32,5,156688,1.635,5.198,1.675,1.899,3.548,26.27,No,Cognitive Load,7.46,Focused
1125,38,8,495898,2.904,0.623,5.295,5.305,0.404,32.34,No,Visual Stimulus,8.84,Relaxed
1126,33,10,273326,4.207,3.852,7.047,4.829,0.318,20.75,No,Motor Imagery,57.3,Relaxed
1127,23,8,455229,0.964,2.523,3.571,9.973,1.01,23.62,No,Visual Stimulus,39.77,Fatigued
1128,15,2,162403,4.744,2.786,1.771,6.306,2.569,20.01,Yes,Motor Imagery,29.36,Distracted
1129,33,7,26128,4.078,5.076,6.175,7.971,1.114,29.6,Yes,Resting,31.58,Relaxed
1130,25,8,31556,1.316,2.204,6.744,3.673,0.842,34.8,Yes,Resting,20.73,Relaxed
1131,17,6,258470,3.704,5.687,7.104,8.4,1.889,22.76,No,Resting,41.15,Relaxed
1132,33,5,140021,2.232,1.488,5.051,6.343,2.493,21.83,Yes,Visual Stimulus,20.31,Distracted
1133,47,9,576250,2.31,4.145,6.955,7.121,1.069,16.91,No,Resting,69.8,Distracted
1134,2,3,517200,4.025,4.197,0.616,3.297,1.273,11.2,No,Visual Stimulus,12.39,Distracted
1135,14,10,202278,4.833,1.887,1.304,5.712,2.493,37.87,No,Visual Stimulus,94.82,Focused
1136,40,4,548387,1.07,2.286,1.194,6.523,3.788,16.06,No,Visual Stimulus,8.98,Distracted
1137,40,9,235943,2.393,5.091,5.845,6.096,2.731,33.02,No,Resting,94.35,Distracted
1138,39,6,183683,2.664,4.69,1.022,9.194,3.153,30.04,No,Cognitive Load,83.33,Distracted
1139,6,8,315288,2.193,2.31,4.223,9.034,1.531,32.68,No,Visual Stimulus,68.07,Fatigued
1140,6,7,196292,2.134,3.437,4.045,9.724,1.162,37.79,No,Cognitive Load,91.23,Fatigued
1141,3,2,532125,0.735,0.839,2.83,6.841,1.872,26.82,No,Visual Stimulus,13.92,Relaxed
1142,7,3,180427,3.585,1.648,7.028,9.733,3.248,36.43,No,Resting,17.63,Fatigued
1143,8,1,178371,2.463,3.172,1.778,8.409,1.88,10.87,No,Resting,25.22,Focused
1144,42,9,368946,1.377,0.973,3.143,3.073,3.402,26.93,No,Resting,24.48,Focused
1145,15,7,51012,4.172,5.138,6.306,4.561,3.956,32.03,Yes,Motor Imagery,31.08,Relaxed
1146,47,1,130193,4.112,4.449,0.728,2.765,0.381,14.51,Yes,Resting,57.56,Relaxed
1147,29,3,218168,2.689,5.69,5.547,0.54,0.277,30.93,Yes,Cognitive Load,2.82,Focused
1148,33,4,148178,1.843,4.314,6.623,2.286,0.683,32.25,No,Visual Stimulus,38.23,Focused
1149,30,4,58123,3.371,5.672,7.492,0.539,1.599,34.09,No,Cognitive Load,24.64,Focused
1150,39,5,111825,1.797,3.55,7.072,7.338,0.611,15.95,No,Motor Imagery,60.66,Relaxed
1151,27,3,533008,1.562,3.801,2.895,4.543,3.496,28.86,No,Cognitive Load,98.52,Focused
1152,36,3,168733,3.787,5.873,4.898,3.469,0.19,15.65,Yes,Visual Stimulus,51.77,Relaxed
1153,29,1,224970,0.681,4.032,1.08,7.736,1.332,30.87,No,Visual Stimulus,42.57,Focused
1154,38,7,224866,0.926,0.669,2.434,8.409,0.82,21.2,No,Resting,36.82,Focused
1155,33,10,150862,0.531,4.481,1.207,9.765,3.733,25.91,No,Motor Imagery,78.49,Fatigued
1156,37,1,582943,1.188,5.48,2.864,6.599,2.711,19.55,No,Motor Imagery,7.2,Focused
1157,27,2,178446,0.81,4.876,7.064,4.885,3.657,10.67,No,Cognitive Load,95.98,Relaxed
1158,33,4,181143,4.981,3.711,3.104,3.4,3.892,11.23,Yes,Resting,41.79,Focused
1159,4,4,296956,1.8,4.192,4.714,2.612,2.039,7.71,No,Resting,31.37,Distracted
1160,22,5,313045,1.172,5.946,3.75,2.523,1.014,26.63,No,Resting,97.41,Fatigued
1161,2,2,60186,1.584,0.999,3.942,4.387,0.856,34.7,No,Visual Stimulus,93.59,Focused
1162,10,4,122066,4.713,4.17,7.772,9.922,0.969,5.73,No,Motor Imagery,64.19,Focused
1163,5,1,390508,2.841,2.059,2.721,0.508,2.864,7.32,No,Cognitive Load,1.85,Distracted
1164,10,2,36160,2.142,4.02,5.205,2.373,0.258,21.01,No,Cognitive Load,74.85,Distracted
1165,33,1,19156,4.43,3.842,3.65,2.29,0.3,30.82,No,Cognitive Load,33.56,Distracted
1166,38,10,76208,2.277,1.344,0.959,7.313,2.472,10.52,No,Resting,38.83,Distracted
1167,13,10,473196,2.008,1.637,4.17,3.849,2.604,14.51,No,Motor Imagery,15.87,Distracted
1168,31,4,465536,1.433,3.919,6.6,4.844,2.695,13.12,No,Motor Imagery,52.35,Distracted
1169,47,4,459822,2.2,1.205,1.241,1.912,1.55,18.97,Yes,Visual Stimulus,74.46,Focused
1170,36,7,231226,1.925,1.958,1.022,4.347,3.243,12.87,No,Visual Stimulus,27.3,Relaxed
1171,45,10,455775,3.548,5.094,1.652,1.48,2.181,17.34,No,Visual Stimulus,93.87,Focused
1172,24,9,447421,1.803,2.299,6.233,5.564,0.511,30.5,No,Cognitive Load,19.47,Focused
1173,15,9,461691,3.097,3.184,5.93,1.43,3.209,26.39,No,Cognitive Load,6.63,Focused
1174,29,5,305007,0.797,5.676,4.738,8.01,3.817,7.84,No,Motor Imagery,64.44,Fatigued
1175,8,10,65439,1.361,1.749,4.012,5.883,0.334,27.32,No,Visual Stimulus,84.93,Relaxed
1176,5,1,212986,2.333,2.643,7.162,7.378,1.626,21.7,No,Cognitive Load,95.31,Relaxed
1177,29,1,197286,4.716,3.836,6.25,4.476,2.001,37.71,No,Visual Stimulus,76.72,Fatigued
1178,47,6,492508,2.198,4.654,6.59,4.124,0.671,15.13,No,Visual Stimulus,19.97,Relaxed
